event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best,,,
MZM3255,17-Feb-23,2023,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,34,,508,Eastern Africa,Mozambique,Cabo Delgado,Palma,Olumbi,Maputo,-11.1412,40.3251,1,Cabo Ligado; Carta de Mocambique,Local partner-Other,"On 17 February 2023, Islamist militia clashed with local forces near Maputo village (Palma, Cabo Delgado). Source claims that four women were kidnapped, with two managing to escape or released. Casualties unknown.",0,,1677528688,604,,,
MZM3255,17-Feb-23,2023,1,Political violence,Battles,Armed clash,Palma Communal Militia (Mozambique),,4,34,,508,Eastern Africa,Mozambique,Cabo Delgado,Palma,Olumbi,Maputo,-11.1412,40.3251,1,Cabo Ligado; Carta de Mocambique,Local partner-Other,"On 17 February 2023, Islamist militia clashed with local forces near Maputo village (Palma, Cabo Delgado). Source claims that four women were kidnapped, with two managing to escape or released. Casualties unknown.",0,,1677528688,604,,,
MZM3256,17-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Police Forces of Mozambique (1990-),,1,17,Civilian targeting,508,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,2,Carta de Mocambique; Club Mozambique,National,"On 17 February 2023, a police officer shot and killed a man in Bairro 3 de Fevereiro near Maputo (Maputo, Maputo City). He was ordered to get out of his car and the police officer shot him twice in the head for not obeying the order.",1,,1677528688,625655,,,
MZM3256,17-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Civilians (Mozambique),,7,17,Civilian targeting,508,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,2,Carta de Mocambique; Club Mozambique,National,"On 17 February 2023, a police officer shot and killed a man in Bairro 3 de Fevereiro near Maputo (Maputo, Maputo City). He was ordered to get out of his car and the police officer shot him twice in the head for not obeying the order.",1,,1677528688,625655,,,
MZM3269,17-Feb-23,2023,2,Strategic developments,Strategic developments,Other,Civilians (Mozambique),Refugees/IDPs (Mozambique),7,70,,508,Eastern Africa,Mozambique,Cabo Delgado,Montepuez,Montepuez,Montepuez,-13.1129,39.0071,2,IOM,Other,"Displacement: Around 17 February 2023 (between 15 - 21 February), a group of 2,793 people arrived in Montepuez, 166 in Mocimboa da Praia and 111 in Macomia, coded to Montepuez (Montepuez, Cabo Delgado), according to the International Organization for Migration due to recent attacks perpetrated by Islamist militia in the region.",0,,1678730844,,,,
MZM3244,14-Feb-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),Labor Group (Mozambique),6,60,,508,Eastern Africa,Mozambique,Maputo,Matutuine,Zitundo,Ponta do Ouro,-26.8429,32.8848,1,AIM; Carta de Mocambique; GardaWorld; Miramar; Noticias; O Pais; Zitamar,Other-National,"On 14 February 2023, a group of dozens of transporters blocked with about 40 vehicles the main road on the border with South Africa in Ponta do Ouro (Matutuine, Maputo) in demonstration against the vandalism of Mozambican cars on the South African side. Several cars and public transport vehicles with Mozambican plates have been set on fire in the South African province of Kwazulu-Natal by unknown people in recent weeks, as retaliation for vehicles allegedly stolen in the country being hidden in Mozambique.",0,crowd size=dozens,1676909320,1658,,,
MZM3254,14-Feb-23,2023,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,13,,508,Eastern Africa,Mozambique,Cabo Delgado,Muidumbe,Chitunda,Miangalewa,-11.8511,40.0761,1,Cabo Ligado,Local partner-Other,"On 14 February 2023, Islamist militia attacked a government security forces position in Miangalewa (Chitunda, Muidumbe, Cabo Delgado). Civilians fled in the bush. Casualties unknown.",0,,1721691311,11842,,,
MZM3254,14-Feb-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Mozambique (1990-),,1,13,,508,Eastern Africa,Mozambique,Cabo Delgado,Muidumbe,Chitunda,Miangalewa,-11.8511,40.0761,1,Cabo Ligado,Local partner-Other,"On 14 February 2023, Islamist militia attacked a government security forces position in Miangalewa (Chitunda, Muidumbe, Cabo Delgado). Civilians fled in the bush. Casualties unknown.",0,,1721691311,11842,,,
MZM3250,13-Feb-23,2023,2,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),,6,60,,508,Eastern Africa,Mozambique,Gaza,Chibuto,Chibuto,Chibuto,-24.6867,33.5306,1,Noticias,National,"Around 13 February 2023 (as reported), a group of people blocked the access (by unknown means) to a factory which handles derivatives of heavy sands in Chibuto (Chibuto, Gaza) demanding the payment of agreed compensations for the transfer of land.",0,crowd size=no report,1676909320,16655,,,
MZM3243,12-Feb-23,2023,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,13,,508,Eastern Africa,Mozambique,Cabo Delgado,Montepuez,Nairoto,Nairoto,-12.3046,39.1083,1,AIM; Carta de Mocambique; Twitter; VOA; Zitamar,New media-National,"On 12 February 2023, a group of more than 100 Islamist militia armed with rock propelled grenades clashed with Mozambican forces in Nairoto (Montepuez, Cabo Delgado). 5 soldiers were killed. Several houses, a leveling machine and 4 vehicles were burned, including one from a border guard and another that supplied food to the military barracks. Civilians fled the area. Mining companies Nairoto Resources Limited (around 30 kilometers from the area attacked) and Montepuez Ruby Mining (83 kilometers from the area attacked) were evacuated and their operations were halted. The Islamic State claimed the attack.",5,,1714445578,3612,,,
MZM3243,12-Feb-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Mozambique (1990-),,1,13,,508,Eastern Africa,Mozambique,Cabo Delgado,Montepuez,Nairoto,Nairoto,-12.3046,39.1083,1,AIM; Carta de Mocambique; Twitter; VOA; Zitamar,New media-National,"On 12 February 2023, a group of more than 100 Islamist militia armed with rock propelled grenades clashed with Mozambican forces in Nairoto (Montepuez, Cabo Delgado). 5 soldiers were killed. Several houses, a leveling machine and 4 vehicles were burned, including one from a border guard and another that supplied food to the military barracks. Civilians fled the area. Mining companies Nairoto Resources Limited (around 30 kilometers from the area attacked) and Montepuez Ruby Mining (83 kilometers from the area attacked) were evacuated and their operations were halted. The Islamic State claimed the attack.",5,,1714445578,3612,,,
MZM3249,12-Feb-23,2023,1,Strategic developments,Strategic developments,Other,Military Forces of Mozambique (1990-),,1,17,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Macomia,Macomia,-12.2467,40.1208,2,Cabo Ligado,Local partner-Other,"Other: On 12 February 2023, clearing operations conducted presumably by Mozambican forces liberated at least 30 men and women from Islamic State captivity in the district of Macomia (Macomia, Cabo Delgado). The group was taken to barracks for investigation by Mozambican forces.",0,,1719274344,,,,
MZM3249,12-Feb-23,2023,1,Strategic developments,Strategic developments,Other,Civilians (Mozambique),,7,17,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Macomia,Macomia,-12.2467,40.1208,2,Cabo Ligado,Local partner-Other,"Other: On 12 February 2023, clearing operations conducted presumably by Mozambican forces liberated at least 30 men and women from Islamic State captivity in the district of Macomia (Macomia, Cabo Delgado). The group was taken to barracks for investigation by Mozambican forces.",0,,1719274344,,,,
MZM3235,10-Feb-23,2023,2,Strategic developments,Strategic developments,Other,Islamist Militia (Mozambique),,3,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Mocimboa Da Praia,-11.346,40.3522,2,Carta de Mocambique,National,"Other: Around 10 February 2023 (as reported), a group of at least 8 Islamist militia forced people to sell them food products in Maculua and Chiculua (Mocimboa da Praia, Cabo Delgado).",0,,1676309785,,,,
MZM3235,10-Feb-23,2023,2,Strategic developments,Strategic developments,Other,Civilians (Mozambique),,7,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Mocimboa Da Praia,-11.346,40.3522,2,Carta de Mocambique,National,"Other: Around 10 February 2023 (as reported), a group of at least 8 Islamist militia forced people to sell them food products in Maculua and Chiculua (Mocimboa da Praia, Cabo Delgado).",0,,1676309785,,,,
MZM3241,10-Feb-23,2023,2,Strategic developments,Strategic developments,Looting/property destruction,Islamist Militia (Mozambique),,3,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Chiculua,-11.2427,40.3519,2,Carta de Mocambique,National,"Property destruction: Around 10 February 2023 (as reported), a group of at least 8 Islamist militia destroyed cigarettes sold in small street stalls in Chiculua and Maculua (Mocimboa da Praia, Cabo Delgado), one day after they forced people to sell them food products.",0,,1676309785,,,,
MZM3241,10-Feb-23,2023,2,Strategic developments,Strategic developments,Looting/property destruction,Civilians (Mozambique),Street Traders (Mozambique),7,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Chiculua,-11.2427,40.3519,2,Carta de Mocambique,National,"Property destruction: Around 10 February 2023 (as reported), a group of at least 8 Islamist militia destroyed cigarettes sold in small street stalls in Chiculua and Maculua (Mocimboa da Praia, Cabo Delgado), one day after they forced people to sell them food products.",0,,1676309785,,,,
MZM3246,10-Feb-23,2023,2,Strategic developments,Strategic developments,Looting/property destruction,Islamist Militia (Mozambique),,3,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Maculo,-11.2658,40.42,1,Cabo Ligado,Local partner-Other,"Property destruction: Around 10 February 2023 (as reported), a group of Islamist militia damaged properties in Maculo (Mocimboa da Praia, Cabo Delgado), inciting people to leave the area by boat.",0,,1676909320,,,,
MZM3246,10-Feb-23,2023,2,Strategic developments,Strategic developments,Looting/property destruction,Civilians (Mozambique),,7,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Maculo,-11.2658,40.42,1,Cabo Ligado,Local partner-Other,"Property destruction: Around 10 February 2023 (as reported), a group of Islamist militia damaged properties in Maculo (Mocimboa da Praia, Cabo Delgado), inciting people to leave the area by boat.",0,,1676909320,,,,
MZM3268,10-Feb-23,2023,2,Strategic developments,Strategic developments,Other,Civilians (Mozambique),Refugees/IDPs (Mozambique),7,70,,508,Eastern Africa,Mozambique,Cabo Delgado,Montepuez,Montepuez,Montepuez,-13.1129,39.0071,2,IOM,Other,"Displacement: Around 10 February 2023 (between 8 - 14 February), a group of 5,000 people arrived in Montepuez, 225 in Mueda and 184 in Mocimboa da Praia, coded to Montepuez (Montepuez, Cabo Delgado), according to the International Organization for Migration due to recent attacks perpetrated by Islamist militia in Namoro and Nairoto.",0,,1678730844,,,,
MZM3248,10-Feb-23,2023,1,Political violence,Riots,Mob violence,Rioters (Mozambique),Vigilante Group (Mozambique),5,35,,508,Eastern Africa,Mozambique,Cabo Delgado,Ancuabe,Ancuabe,Ancuabe,-12.9767,39.855,2,Cabo Ligado; Carta de Mocambique,Local partner-Other,"On 10 February 2023, a group of people captured a suspected Islamist militia in Nicunhete, and tortured him in Macarara in the district of Ancuabe (Ancuabe, Cabo Delgado). The man was seriously injured.",0,crowd size=no report,1716327866,5947,,,
MZM3248,10-Feb-23,2023,1,Political violence,Riots,Mob violence,Islamist Militia (Mozambique),,3,35,,508,Eastern Africa,Mozambique,Cabo Delgado,Ancuabe,Ancuabe,Ancuabe,-12.9767,39.855,2,Cabo Ligado; Carta de Mocambique,Local partner-Other,"On 10 February 2023, a group of people captured a suspected Islamist militia in Nicunhete, and tortured him in Macarara in the district of Ancuabe (Ancuabe, Cabo Delgado). The man was seriously injured.",0,crowd size=no report,1716327866,5947,,,
MZM3230,8-Feb-23,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Police Forces of Mozambique (1990-) Rapid Intervention Unit,,1,17,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Nangade,Nangade,Nangade,-11.0772,39.6744,2,VOA,International,"On 8 February 2023, four men wearing uniforms of the Rapid Intervention Unit abducted a merchant at his house for unknown reasons in the district of Nangade (Nangade, Cabo Delgado) among presumed extorsion and threats by the police forces against shop owners.",0,,1676309785,13032,,,
MZM3230,8-Feb-23,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Civilians (Mozambique),Labor Group (Mozambique),7,17,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Nangade,Nangade,Nangade,-11.0772,39.6744,2,VOA,International,"On 8 February 2023, four men wearing uniforms of the Rapid Intervention Unit abducted a merchant at his house for unknown reasons in the district of Nangade (Nangade, Cabo Delgado) among presumed extorsion and threats by the police forces against shop owners.",0,,1676309785,13032,,,
MZM3229,7-Feb-23,2023,2,Strategic developments,Strategic developments,Other,Police Forces of Mozambique (1990-),,1,13,,508,Eastern Africa,Mozambique,Cabo Delgado,Ancuabe,Metoro,Ntutupue,-13.1404,40.0798,1,Cabo Ligado,Local partner-Other,"Other: Around 7 February 2023 (as reported), presumably police forces captured a man suspected of being part of Islamist militia groups in Ntutupue (Ancuabe, Cabo Delgado). The man was taken to a military command and confessed he did reconnaissance to help the militia travel south towards the province of Nampula.",0,,1676309785,,,,
MZM3229,7-Feb-23,2023,2,Strategic developments,Strategic developments,Other,Islamist Militia (Mozambique),,3,13,,508,Eastern Africa,Mozambique,Cabo Delgado,Ancuabe,Metoro,Ntutupue,-13.1404,40.0798,1,Cabo Ligado,Local partner-Other,"Other: Around 7 February 2023 (as reported), presumably police forces captured a man suspected of being part of Islamist militia groups in Ntutupue (Ancuabe, Cabo Delgado). The man was taken to a military command and confessed he did reconnaissance to help the militia travel south towards the province of Nampula.",0,,1676309785,,,,
MZM3238,7-Feb-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),Labor Group (Mozambique),6,60,,508,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,1,Noticias,Subnational,"On 7 February 2023, a group of street sweepers who worked in the area of sanitation and funerary management of the Municipal Council gathered in front of the city hall building in Maputo (Maputo, Maputo City) asking for payment of wages in arrears since 2018.",0,crowd size=no report,1676309785,26686,,,
MZM3239,7-Feb-23,2023,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mozambique),,3,13,,508,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,1,Carta de Mocambique; Zitamar,National,"On 7 February 2023, an unknown armed group shot and killed an officer of the criminal investigation service (Sernic) in Maputo (Maputo, Maputo City), for an unknown reason, when the officer left an establishment with his wife. The victim was in his car.",1,,1676309785,625655,,,
MZM3239,7-Feb-23,2023,1,Political violence,Battles,Armed clash,Police Forces of Mozambique (1990-) National Criminal Investigation Service (SERNIC),,1,13,,508,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,1,Carta de Mocambique; Zitamar,National,"On 7 February 2023, an unknown armed group shot and killed an officer of the criminal investigation service (Sernic) in Maputo (Maputo, Maputo City), for an unknown reason, when the officer left an establishment with his wife. The victim was in his car.",1,,1676309785,625655,,,
MZM3266,6-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Montepuez,Montepuez,Montepuez,-13.1129,39.0071,2,Mozambique Bulletin Subscribe,National,"On 6 February 2023, Islamist militia attacked Mwiriti, in the district of Montepuez (Montepuez, Cabo Delgado). Casualties unknown.",0,,1678122078,36670,,,
MZM3266,6-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Civilians (Mozambique),,7,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Montepuez,Montepuez,Montepuez,-13.1129,39.0071,2,Mozambique Bulletin Subscribe,National,"On 6 February 2023, Islamist militia attacked Mwiriti, in the district of Montepuez (Montepuez, Cabo Delgado). Casualties unknown.",0,,1678122078,36670,,,
MZM3231,6-Feb-23,2023,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,34,,508,Eastern Africa,Mozambique,Cabo Delgado,Muidumbe,Muidumbe,Namacule,-11.8567,39.8,1,Al Naba; Carta de Mocambique; Twitter,New media-National,"On 6 February 2023, Islamist militia clashed with local forces and attacked civilians in Namacule (Muidumbe, Cabo Delgado). Casualties unknown. The Islamic State claimed the attack on a 'Christian' village.",0,,1680570810,1319,,,
MZM3231,6-Feb-23,2023,1,Political violence,Battles,Armed clash,Muidumbe Communal Militia (Mozambique),,4,34,,508,Eastern Africa,Mozambique,Cabo Delgado,Muidumbe,Muidumbe,Namacule,-11.8567,39.8,1,Al Naba; Carta de Mocambique; Twitter,New media-National,"On 6 February 2023, Islamist militia clashed with local forces and attacked civilians in Namacule (Muidumbe, Cabo Delgado). Casualties unknown. The Islamic State claimed the attack on a 'Christian' village.",0,,1680570810,1319,,,
MZM3247,5-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Quelimane,-11.1631,40.3042,1,Cabo Ligado,Local partner-Other,"On 5 February 2023, up to 50 Islamist militia captured several civilians and presumably killed one in Quelimane (Mocimboa da Praia, Cabo Delgado). Most people were released later that night.",1,,1676909320,23,,,
MZM3247,5-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Civilians (Mozambique),,7,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Quelimane,-11.1631,40.3042,1,Cabo Ligado,Local partner-Other,"On 5 February 2023, up to 50 Islamist militia captured several civilians and presumably killed one in Quelimane (Mocimboa da Praia, Cabo Delgado). Most people were released later that night.",1,,1676909320,23,,,
MZM3233,4-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mueda,Chapa,Muilo,-11.9804,39.2895,1,Al Naba; Carta de Mocambique; Twitter,New media-National,"On 4 February 2023, Islamist militia attacked civilians in the village of Muilo (Mueda, Cabo Delgado). About 20 houses were burned. The Islamic State claimed the attack on a 'Christian' village. People fled to Mueda. Casualties unknown.",0,,1680570810,1847,,,
MZM3233,4-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Civilians (Mozambique),,7,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mueda,Chapa,Muilo,-11.9804,39.2895,1,Al Naba; Carta de Mocambique; Twitter,New media-National,"On 4 February 2023, Islamist militia attacked civilians in the village of Muilo (Mueda, Cabo Delgado). About 20 houses were burned. The Islamic State claimed the attack on a 'Christian' village. People fled to Mueda. Casualties unknown.",0,,1680570810,1847,,,
MZM3234,4-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mueda,Mueda,Mueda,-11.6645,39.5635,2,Al Naba; AP; Cabo Ligado; ExTrac; O Pais; Twitter; Zitamar,Local partner-Other,"On 4 February 2023, Islamist militias attacked Chapa, in the district of Mueda (Mueda, Cabo Delgado). Civilians were kidnapped. At least two civilians were killed, beheaded. The Islamic State claimed the attack and the killing of five 'Christians'. Remaining residents fled the village.",2,,1680570810,29732,,,
MZM3234,4-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Civilians (Mozambique),,7,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mueda,Mueda,Mueda,-11.6645,39.5635,2,Al Naba; AP; Cabo Ligado; ExTrac; O Pais; Twitter; Zitamar,Local partner-Other,"On 4 February 2023, Islamist militias attacked Chapa, in the district of Mueda (Mueda, Cabo Delgado). Civilians were kidnapped. At least two civilians were killed, beheaded. The Islamic State claimed the attack and the killing of five 'Christians'. Remaining residents fled the village.",2,,1680570810,29732,,,
MZM3236,4-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Meluco,Muaguide,Mitambo,-12.5104,40.0677,2,Al Naba; BBC News; ExTrac; Lusa; O Pais; Twitter; Zitamar,Local partner-International,"On 4 February 2023, Islamist militias ambushed several vehicles along the N380 highway near Mitambo (Meluco, Cabo Delgado). Two vehicles were burned. At least two people were injured. At least one person was killed, a driver working for the MSF (staff member). The victim was travelling to visit his family in Pemba. The Islamic State claimed the attack and the killing of one 'Christian'.",1,,1680570810,1278,,,
MZM3236,4-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Civilians (Mozambique),MSF: Doctors Without Borders,7,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Meluco,Muaguide,Mitambo,-12.5104,40.0677,2,Al Naba; BBC News; ExTrac; Lusa; O Pais; Twitter; Zitamar,Local partner-International,"On 4 February 2023, Islamist militias ambushed several vehicles along the N380 highway near Mitambo (Meluco, Cabo Delgado). Two vehicles were burned. At least two people were injured. At least one person was killed, a driver working for the MSF (staff member). The victim was travelling to visit his family in Pemba. The Islamic State claimed the attack and the killing of one 'Christian'.",1,,1680570810,1278,,,
MZM3232,4-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Montepuez,Nairoto,Nairoto,-12.3046,39.1083,2,Al Naba; ExTrac; O Pais; Twitter; Zitamar,Local partner-International,"On 4 February 2023, Islamist militias burned houses and stores in Namoro near Nairoto (Montepuez, Cabo Delgado). The Islamic State claimed the attack on a 'Christian' village. No casualties were reported.",0,,1714445578,3070,,,
MZM3232,4-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Civilians (Mozambique),,7,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Montepuez,Nairoto,Nairoto,-12.3046,39.1083,2,Al Naba; ExTrac; O Pais; Twitter; Zitamar,Local partner-International,"On 4 February 2023, Islamist militias burned houses and stores in Namoro near Nairoto (Montepuez, Cabo Delgado). The Islamic State claimed the attack on a 'Christian' village. No casualties were reported.",0,,1714445578,3070,,,
MZM3228,3-Feb-23,2023,1,Political violence,Riots,Mob violence,Rioters (Mozambique),Vigilante Group (Mozambique),5,15,,508,Eastern Africa,Mozambique,Tete,Tete,Tete,Tete,-16.1564,33.5867,1,Televisao de Mozambique,National,"On 3 February 2023, a group of about 200 people invaded a police station aiming to punish three people accused of killing a motorcycle taxi driver in Tete (Tete, Tete). The group vandalized the station, police and private vehicles. Police interrupted the group with live fire, injuring five people, who went to a hospital for treatment. 11 people were arrested.",0,crowd size=about 200,1676309785,39691,,,
MZM3228,3-Feb-23,2023,1,Political violence,Riots,Mob violence,Police Forces of Mozambique (1990-),,1,15,,508,Eastern Africa,Mozambique,Tete,Tete,Tete,Tete,-16.1564,33.5867,1,Televisao de Mozambique,National,"On 3 February 2023, a group of about 200 people invaded a police station aiming to punish three people accused of killing a motorcycle taxi driver in Tete (Tete, Tete). The group vandalized the station, police and private vehicles. Police interrupted the group with live fire, injuring five people, who went to a hospital for treatment. 11 people were arrested.",0,crowd size=about 200,1676309785,39691,,,
MZM3240,3-Feb-23,2023,1,Strategic developments,Strategic developments,Other,Islamist Militia (Mozambique),Islamist Militia (Kenya),3,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Maculo,-11.2658,40.42,1,Zitamar,National,"Other: On 3 February 2023, Islamist militia gathered residents and said they could live peacefully as long as they did not collaborate with Mozambican forces in Maculo (Mocimboa da Praia, Cabo Delgado). The militia offered to do business in the village and bought dried fish from the residents (presumably fishers).",0,,1676309785,,,,
MZM3240,3-Feb-23,2023,1,Strategic developments,Strategic developments,Other,Civilians (Mozambique),Fishers (Mozambique),7,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Maculo,-11.2658,40.42,1,Zitamar,National,"Other: On 3 February 2023, Islamist militia gathered residents and said they could live peacefully as long as they did not collaborate with Mozambican forces in Maculo (Mocimboa da Praia, Cabo Delgado). The militia offered to do business in the village and bought dried fish from the residents (presumably fishers).",0,,1676309785,,,,
MZM3245,3-Feb-23,2023,2,Strategic developments,Strategic developments,Other,Civilians (Mozambique),Refugees/IDPs (Mozambique),7,70,,508,Eastern Africa,Mozambique,Cabo Delgado,Montepuez,Montepuez,Montepuez,-13.1129,39.0071,2,Cabo Ligado; IOM,Local partner-Other,"Displacement: Around 3 February 2023 (between 1 - 7 February), a group of 3,337 displaced people arrived at a camp outside Montepuez (Montepuez, Cabo Delgado) and 1,654 arrived in Mueda according to the International Organization for Migration due to attacks perpetrated by Islamist militia in the area.",0,,1678730844,,,,
MZM3225,2-Feb-23,2023,2,Strategic developments,Strategic developments,Other,Civilians (Mozambique),,7,70,,508,Eastern Africa,Mozambique,Cabo Delgado,Pemba,Pemba,Pemba,-12.9733,40.5176,2,AIM; Carta de Mocambique; Zitamar,National,"Other: Around 2 February 2023 (as reported), the Association of Lepers of Mozambique announced that 400 leprosy patients were not included in the latest surveys of the association and were considered missing, killing or abducted by Islamist militia during Islamist militia attacks in Cabo Delgado [coded to Pemba (Pemba, Cabo Delgado]).",0,,1675698502,,,,
MZM3219,1-Feb-23,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Islamist Militia (Mozambique),,3,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Nangade,Nangade,Nangade,-11.0772,39.6744,2,Carta de Mocambique; Twitter; Zitamar,New media-National,"On 1 February 2023, about 20 Islamist militia abducted people and looted fish at a fishing center called Mbuyuni at Nangade lagoon in the district of Nangade (Nangade, Cabo Delgado). The militia separated Muslims and Christians. The group left the abductees after encountering military and local forces personnel (no clash reported).",0,,1676309785,13032,,,
MZM3219,1-Feb-23,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Civilians (Mozambique),Fishers (Mozambique),7,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Nangade,Nangade,Nangade,-11.0772,39.6744,2,Carta de Mocambique; Twitter; Zitamar,New media-National,"On 1 February 2023, about 20 Islamist militia abducted people and looted fish at a fishing center called Mbuyuni at Nangade lagoon in the district of Nangade (Nangade, Cabo Delgado). The militia separated Muslims and Christians. The group left the abductees after encountering military and local forces personnel (no clash reported).",0,,1676309785,13032,,,
MZM3220,1-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Meluco,Meluco,Meluco,-12.5416,39.6436,2,AIM; Al Naba; Carta de Mocambique; ExTrac; Zitamar,Local partner-International,"On 1 February 2023, a group of Islamist militia ambushed three vehicles, including a mini bus, at a bridge near Nangololo in the district of Meluco (Meluco, Cabo Delgado). The militia separated people by their religion and seized goods. Up to seven people were killed, charred, including one nurse. At least 9 people were injured. The Islamic State claimed the attack and killing of all passengers of the three 'Christian' vehicles. The vehicles were burned.",7,,1680570810,7368,,,
MZM3220,1-Feb-23,2023,1,Political violence,Violence against civilians,Attack,Civilians (Mozambique),Health Workers (Mozambique),7,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Meluco,Meluco,Meluco,-12.5416,39.6436,2,AIM; Al Naba; Carta de Mocambique; ExTrac; Zitamar,Local partner-International,"On 1 February 2023, a group of Islamist militia ambushed three vehicles, including a mini bus, at a bridge near Nangololo in the district of Meluco (Meluco, Cabo Delgado). The militia separated people by their religion and seized goods. Up to seven people were killed, charred, including one nurse. At least 9 people were injured. The Islamic State claimed the attack and killing of all passengers of the three 'Christian' vehicles. The vehicles were burned.",7,,1680570810,7368,,,
